,name,youtube,avg_hashtag,avg_comment,avg_self_comment,post_interval,ppl_img_ratio,comment_user_num,lang_ratio
149,mom_zzz_official,UCxgAdCqJvjvrF7LNqSAgzSg,6.5,14.3,0,0.322580645,0.5,"{'comment1': 84, 'comment2': 12, 'comment3': 7, 'comment4': 1, 'comment5': 2, 'comment6': 0, 'comment7': 0, 'comment8': 0, 'comment9': 0, 'comment10': 0, 'over_10': 0}","{'ko': '81.12', 'emoji': '18.88'}"
150,bigmintv,UCxmBxNybpaLO7x61dm0oD8w,2,15.7,12,0.208333333,0.38,"{'comment1': 88, 'comment2': 16, 'comment3': 4, 'comment4': 1, 'comment5': 3, 'comment6': 1, 'comment7': 0, 'comment8': 0, 'comment9': 0, 'comment10': 0, 'over_10': 0}","{'ko': '93.63', 'emoji': '6.37'}"
151,magicianjhl,UCxp9XKFw-lMTlIa_2yrfdqQ,1,19,0,0.416666667,0.67,"{'comment1': 80, 'comment2': 13, 'comment3': 6, 'comment4': 2, 'comment5': 4, 'comment6': 1, 'comment7': 1, 'comment8': 2, 'comment9': 1, 'comment10': 0, 'over_10': 0}","{'ko': '90.53', 'emoji': '9.47'}"
152,twitch.seungdal,UCxx7UvIhPkEQxaplaWS2hLg,0,48.3,0,0.204081633,0.55,"{'comment1': 213, 'comment2': 36, 'comment3': 16, 'comment4': 6, 'comment5': 2, 'comment6': 1, 'comment7': 4, 'comment8': 1, 'comment9': 2, 'comment10': 2, 'over_10': 3}","{'ko': '93.17', 'emoji': '6.83'}"
153,jaykeeout,UCyTQoMLiPfsRLHBJBtMXKYg_1,0.7,18.2,12.6,0.526315789,0.79,"{'comment1': 133, 'comment2': 21, 'comment3': 3, 'comment4': 1, 'comment5': 0, 'comment6': 0, 'comment7': 1, 'comment8': 0, 'comment9': 0, 'comment10': 0, 'over_10': 0}","{'ko': '88.21', 'emoji': '11.79'}"
154,geekble_easyone,UCyTQoMLiPfsRLHBJBtMXKYg_2,3.4,6.3,60.7,0.769230769,0.73,"{'comment1': 14, 'comment2': 9, 'comment3': 0, 'comment4': 0, 'comment5': 2, 'comment6': 0, 'comment7': 0, 'comment8': 0, 'comment9': 0, 'comment10': 0, 'over_10': 2}","{'ko': '98.59', 'emoji': '1.41'}"
155,koktv_official,UCybPxZoFDPR1qbN04daAc2g,6.6,3.8,18.4,0.555555556,1,"{'comment1': 22, 'comment2': 2, 'comment3': 0, 'comment4': 0, 'comment5': 1, 'comment6': 0, 'comment7': 1, 'comment8': 0, 'comment9': 0, 'comment10': 0, 'over_10': 0}","{'ko': '89.47', 'emoji': '10.53'}"
156,8beube8,UCz1A9dqnK1fS0f92OG_voEw,2,72.4,0,0.101010101,0.17,"{'comment1': 242, 'comment2': 71, 'comment3': 37, 'comment4': 11, 'comment5': 11, 'comment6': 7, 'comment7': 3, 'comment8': 4, 'comment9': 0, 'comment10': 1, 'over_10': 2}","{'ko': '96.55', 'emoji': '3.45'}"
157,minni__world,UCzlZ-o36GFz_hTB2br_Noow,1.6,22.7,125.5,0.666666667,0.94,"{'comment1': 56, 'comment2': 16, 'comment3': 7, 'comment4': 1, 'comment5': 0, 'comment6': 2, 'comment7': 1, 'comment8': 0, 'comment9': 2, 'comment10': 1, 'over_10': 1}","{'ko': '96.04', 'emoji': '3.96'}"
158,danse_jin,UCzuVLt12gtYVshSV7s-JfZQ,2,11.8,139.6,0.588235294,0.89,"{'comment1': 63, 'comment2': 10, 'comment3': 7, 'comment4': 1, 'comment5': 1, 'comment6': 0, 'comment7': 0, 'comment8': 0, 'comment9': 0, 'comment10': 0, 'over_10': 1}","{'ko': '95.32', 'emoji': '4.68'}"
159,deejaysoda,UCzxwychp2Jv_scCVwPj2Zaw,0,317.3,0,2.5,1,"{'comment1': 2065, 'comment2': 262, 'comment3': 56, 'comment4': 30, 'comment5': 12, 'comment6': 5, 'comment7': 1, 'comment8': 6, 'comment9': 3, 'comment10': 5, 'over_10': 6}","{'ko': '69.56', 'emoji': '30.44'}"
